ue1_distance_ft,ue2_distance_ft,gain_db,amp,amp_bandwidth,jammer_gnb_distance_ft,pci,ue_identifier,dl_cqi,dl_ri,dl_mcs,dl_brate,dl_ok,dl_nok,dl_percent,dl_bs,ul_pusch,ul_rsrp,ul_ri,ul_mcs,ul_brate,ul_ok,ul_nok,ul_percent,ul_bsr,ul_ta,ul_phr
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,324,-7
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,26.6,-0.8,1,27,4900.0,1,0,0,0,369,-1
20,30,,,,,1,ue2,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,319,-7
20,30,,,,,1,ue2,11,1.0,8,544,2,0,0,0,n/a,n/a,1,0,0,0,0,0,0,342,-1
20,30,,,,,1,ue2,11,1.0,0,0,0,0,0,0,25.9,-0.7,1,27,4900.0,1,0,0,0,289,-7
20,30,,,,,1,ue2,11,1.0,9,576,2,0,0,0,25.7,-0.2,1,27,4900.0,1,0,0,0,403,-1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,26.1,-0.5,1,27,4900.0,1,0,0,0,306,-8
20,30,,,,,1,ue2,11,1.0,8,1700.0,6,0,0,0,27.5,-1.0,1,27,4900.0,1,0,0,0,379,-1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,26.0,-0.5,1,27,4900.0,1,0,0,0,309,-8
20,30,,,,,1,ue2,11,1.0,11,4100.0,12,1,7,0,n/a,n/a,1,0,0,0,0,0,0,272,-1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,321,-8
20,30,,,,,1,ue2,10,1.0,9,3300.0,11,0,0,0,27.4,-3.0,1,27,9700.0,2,0,0,0,145,1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,312,-8
20,30,,,,,1,ue2,11,1.0,11,3100.0,9,2,18,0,25.3,-3.4,1,27,4900.0,1,0,0,0,157,1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,287,-8
20,30,,,,,1,ue2,11,1.0,10,1900.0,6,1,14,0,n/a,n/a,1,0,0,0,0,0,0,308,1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,303,-8
20,30,,,,,1,ue2,11,1.0,0,0,0,0,0,0,26.4,-3.5,1,27,19000.0,4,0,0,0,355,1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,26.7,-0.8,1,27,4900.0,1,0,0,0,267,-7
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,317,1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,317,-7
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,25.7,-3.5,1,27,4900.0,1,1,50,0,345,0
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,328,-7
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,26.3,-3.6,1,27,9700.0,2,0,0,0,352,1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,331,-7
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,27.0,-4.6,1,27,4900.0,1,0,0,0,351,0
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,26.4,-0.7,1,27,4900.0,1,0,0,0,297,-7
20,30,,,,,1,ue2,11,1.0,10,440000.0,85,7,7,0,25.4,-6.8,1,27,401000.0,37,20,35,1.45k,374,7
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,24.9,-0.7,1,27,9700.0,2,0,0,0,297,-7
20,30,,,,,1,ue2,12,1.0,13,1600000.0,220,2,0,0,25.2,-8.0,1,26,1700000.0,91,41,31,0,324,3
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,318,-7
20,30,,,,,1,ue2,11,1.0,13,294000.0,40,0,0,0,26.2,-3.5,1,26,69000.0,13,2,13,0,272,0
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,332,-7
20,30,,,,,1,ue2,10,1.0,9,65000.0,25,1,3,0,26.9,-2.2,1,26,61000.0,13,0,0,0,236,0
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,336,-7
20,30,,,,,1,ue2,9,1.0,7,1100.0,5,0,0,0,26.3,-2.6,1,26,39000.0,7,0,0,0,148,0
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,26.2,-0.6,1,27,4900.0,1,0,0,0,359,-7
20,30,,,,,1,ue2,9,1.0,8,1300.0,5,1,16,0,26.0,-3.8,1,26,16000.0,3,0,0,0,141,1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,350,-7
20,30,,,,,1,ue2,9,1.0,8,4400.0,12,0,0,0,27.1,-3.8,1,27,9600.0,2,0,0,0,273,1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,26.2,-0.6,1,27,4900.0,1,0,0,0,343,-7
20,30,,,,,1,ue2,9,1.0,6,976,5,0,0,0,n/a,n/a,1,0,0,0,0,0,0,303,1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,336,-7
20,30,,,,,1,ue2,9,1.0,0,0,0,0,0,0,27.0,-2.3,1,27,14000.0,3,0,0,0,330,0
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,25.6,-0.5,1,27,4900.0,1,0,0,0,276,-8
20,30,,,,,1,ue2,9,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,332,0
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,26.8,-0.6,1,27,4900.0,1,0,0,0,304,-7
20,30,,,,,1,ue2,9,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,334,0
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,25.6,-0.7,1,27,4900.0,1,0,0,0,302,-8
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,341,0
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,328,-8
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,344,0
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,318,-8
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,24.5,-5.3,1,27,4900.0,1,0,0,0,372,0
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,332,-8
20,30,,,,,1,ue2,9,1.0,7,960,4,0,0,0,25.2,-6.4,1,25,4500.0,1,0,0,0,106,0
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,312,-8
20,30,,,,,1,ue2,9,1.0,7,1700.0,7,0,0,0,n/a,n/a,1,0,0,0,0,0,0,333,0
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,299,-8
20,30,,,,,1,ue2,9,1.0,6,2300.0,11,0,0,0,26.0,-5.2,1,25,4500.0,1,0,0,0,394,-1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,304,-8
20,30,,,,,1,ue2,9,1.0,0,0,0,0,0,0,26.2,-6.9,1,26,4700.0,1,0,0,0,277,-1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,27.2,-0.7,1,27,9700.0,2,0,0,0,292,-7
20,30,,,,,1,ue2,8,1.0,5,736,2,0,0,0,28.1,-7.1,1,27,19000.0,4,0,0,0,302,-2
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,27.0,-0.7,1,27,9700.0,2,1,33,0,283,-7
20,30,,,,,1,ue2,8,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,293,-2
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,311,-7
20,30,,,,,1,ue2,7,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,306,-2
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,308,-7
20,30,,,,,1,ue2,6,1.0,0,0,0,0,0,0,25.7,-7.0,1,27,9600.0,2,1,33,0,316,-5
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,25.2,-0.9,1,27,4900.0,1,0,0,0,267,-7
20,30,,,,,1,ue2,7,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,318,-5
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,315,-7
20,30,,,,,1,ue2,10,1.0,7,960,3,0,0,0,27.1,-7.0,1,27,14000.0,3,0,0,0,362,2
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,316,-7
20,30,,,,,1,ue2,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,305,2
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,337,-7
20,30,,,,,1,ue2,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,320,2
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,28.4,-0.8,1,27,4900.0,1,0,0,0,279,-8
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,322,2
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,316,-8
20,30,,,,,1,ue2,8,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,340,2
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,304,-8
20,30,,,,,1,ue2,8,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,352,2
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,25.4,-1.1,1,27,9700.0,2,0,0,0,262,-8
20,30,,,,,1,ue2,9,1.0,6,864,4,0,0,0,27.1,-6.2,1,26,4700.0,1,0,0,0,375,3
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,26.6,-1.0,1,0,4900.0,1,0,0,0,287,-8
20,30,,,,,1,ue2,8,1.0,5,952,5,1,16,0,27.8,-2.1,1,27,4900.0,1,0,0,0,148,-1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,325,-8
20,30,,,,,1,ue2,9,1.0,8,272,1,0,0,0,n/a,n/a,1,0,0,0,0,0,0,252,-1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,26.3,-1.0,1,27,4900.0,1,0,0,0,304,-8
20,30,,,,,1,ue2,9,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,332,-1
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,27.8,-1.0,1,27,4900.0,1,0,0,0,317,-9
20,30,,,,,1,ue2,7,1.0,0,0,0,0,0,0,25.5,-2.1,1,27,4900.0,1,0,0,0,316,-6
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,326,-9
20,30,,,,,1,ue2,8,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,354,-6
20,30,,,,,1,ue2,10,1.0,14,456,1,0,0,0,26.6,-1.0,1,27,4900.0,1,1,50,0,326,-8
20,30,,,,,1,ue2,7,1.0,2,144,2,0,0,0,25.7,ovl,1,25,4500.0,1,0,0,0,378,-2
20,30,,,,,1,ue2,10,1.0,14,912,2,0,0,0,26.6,-1.0,1,27,9700.0,2,0,0,0,336,-8
20,30,,,,,1,ue2,7,1.0,5,184,1,0,0,0,26.6,-0.1,1,26,9500.0,2,0,0,0,380,-2
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,300,-8
20,30,,,,,1,ue2,9,1.0,7,1200.0,5,1,16,0,n/a,n/a,1,0,0,0,0,0,0,348,-2
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,25.6,-1.1,1,27,9700.0,2,0,0,0,297,-9
20,30,,,,,1,ue2,9,1.0,7,2600.0,11,1,8,0,n/a,n/a,1,0,0,0,0,0,0,260,-2
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,338,-9
20,30,,,,,1,ue2,9,1.0,7,960,4,0,0,0,n/a,n/a,1,0,0,0,0,0,0,188,-2
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,28.0,-1.0,1,27,4900.0,1,0,0,0,304,-9
20,30,,,,,1,ue2,9,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,156,-2
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,26.1,-1.0,1,27,9700.0,2,0,0,0,303,-9
20,30,,,,,1,ue2,9,1.0,8,1600.0,6,2,25,0,n/a,n/a,1,0,0,0,0,0,0,192,-2
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,27.5,-1.2,1,27,4900.0,1,0,0,0,302,-9
20,30,,,,,1,ue2,9,1.0,7,1200.0,5,0,0,0,25.8,-0.7,1,27,4900.0,1,1,50,0,373,0
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,316,-9
20,30,,,,,1,ue2,7,1.0,0,0,0,0,0,0,26.4,-5.6,1,27,4900.0,1,0,0,0,355,-12
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,27.4,-1.3,1,27,9700.0,2,0,0,0,306,-8
20,30,,,,,1,ue2,5,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,325,-12
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,339,-8
20,30,,,,,1,ue2,6,1.0,0,48,2,0,0,0,n/a,n/a,1,0,0,0,0,0,0,323,-12
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,286,-8
20,30,,,,,1,ue2,7,1.0,0,0,0,0,0,0,26.2,-3.7,1,26,9500.0,2,0,0,0,334,-4
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,297,-8
20,30,,,,,1,ue2,6,1.0,0,48,2,2,50,0,n/a,n/a,1,0,0,0,0,0,0,353,-4
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,26.2,-1.5,1,27,9700.0,2,0,0,0,294,-7
20,30,,,,,1,ue2,6,1.0,2,40,1,0,0,0,26.9,-10.5,1,26,4700.0,1,0,0,0,338,-12
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,301,-7
20,30,,,,,1,ue2,7,1.0,0,104,1,0,0,0,25.4,-10.3,1,27,4900.0,1,0,0,0,356,-14
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,310,-7
20,30,,,,,1,ue2,7,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,319,-14
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,305,-7
20,30,,,,,1,ue2,6,1.0,1,160,4,1,20,0,n/a,n/a,1,0,0,0,0,0,0,323,-14
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,300,-7
20,30,,,,,1,ue2,6,1.0,1,328,9,0,0,0,22.1,-13.9,1,25,4500.0,1,0,0,0,371,-10
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,320,-7
20,30,,,,,1,ue2,7,1.0,1,264,5,0,0,0,17.3,-13.8,1,15,9100.0,2,0,0,0,210,-8
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,26.9,-1.5,1,27,4900.0,1,0,0,0,348,-8
20,30,,,,,1,ue2,7,1.0,3,104,1,0,0,0,15.9,-11.4,1,9,4100.0,1,0,0,0,148,-7
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,321,-8
20,30,,,,,1,ue2,7,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,178,-7
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,324,-8
20,30,,,,,1,ue2,7,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,191,-7
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,333,-8
20,30,,,,,1,ue2,8,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,204,-7
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,310,-8
20,30,,,,,1,ue2,8,1.0,5,184,1,1,50,0,n/a,n/a,1,0,0,0,0,0,0,317,-7
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,316,-8
20,30,,,,,1,ue2,7,1.0,0,0,0,0,0,0,16.8,-14.1,1,8,4200.0,1,0,0,0,298,-9
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,26.8,-1.4,1,27,4900.0,1,0,0,0,334,-8
20,30,,,,,1,ue2,7,1.0,4,872,6,7,53,0,n/a,n/a,1,0,0,0,0,0,0,295,-9
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,320,-8
20,30,,,,,1,ue2,8,1.0,5,1700.0,10,7,41,0,n/a,n/a,1,0,0,0,0,0,0,300,-9
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,25.1,-1.4,1,27,4900.0,1,0,0,0,288,-8
20,30,,,,,1,ue2,7,1.0,3,208,2,0,0,0,n/a,n/a,1,0,0,0,0,0,0,314,-9
20,30,,,,,1,ue2,10,1.0,0,0,0,0,0,0,28.3,-1.6,1,27,4900.0,1,0,0,0,299,-8
