pci,distance_ft,dl_cqi,dl_ri,dl_mcs,dl_brate,dl_ok,dl_nok,dl_percent,dl_bs,ul_pusch,ul_rsrp,ul_ri,ul_mcs,ul_brate,ul_ok,ul_nok,ul_percent,ul_bsr,ul_ta,ul_phr
1,1,15,1.0,0,0,0,0,0,0,3.4,ovl,1,1,1700.0,1,0,0,0,225,4
1,10,13,1.0,11,5900.0,8,1,11,0,29.6,-3.1,1,24,23000.0,5,0,0,0,215,2
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,213,4
1,10,12,1.0,0,0,0,0,0,0,32.9,-2.2,1,27,4900.0,1,0,0,0,265,2
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,221,4
1,10,13,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,273,2
1,1,15,1.0,0,0,0,0,0,0,3.7,ovl,1,1,2900.0,2,0,0,0,229,3
1,10,13,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,266,2
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,203,3
1,10,14,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,262,2
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,212,3
1,10,13,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,248,2
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,220,3
1,10,13,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,253,2
1,1,15,1.0,0,0,0,0,0,0,3.6,ovl,1,0,2300.0,2,0,0,0,215,4
1,10,12,1.0,0,0,0,0,0,0,33.2,-1.3,1,27,9700.0,2,0,0,0,260,1
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,234,4
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,272,1
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,221,4
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,260,1
1,1,15,1.0,0,0,0,0,0,0,3.9,ovl,1,1,1700.0,1,0,0,0,199,4
1,10,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,249,1
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,224,4
1,10,12,1.0,20,2700.0,4,1,20,0,30.5,-15.7,1,27,4900.0,1,0,0,0,297,9
1,1,15,1.0,0,0,0,0,0,0,3.6,ovl,1,1,3500.0,2,0,0,0,229,4
1,10,12,1.0,20,1300.0,2,1,33,0,24.2,-24.4,1,27,9700.0,2,2,50,0,329,11
1,1,15,1.0,0,0,0,0,0,0,3.4,ovl,1,0,2300.0,2,0,0,0,222,4
1,10,13,1.0,22,2900.0,4,0,0,0,n/a,n/a,1,0,0,0,0,0,0,288,11
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,211,4
1,10,13,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,250,11
1,1,15,1.0,0,0,0,0,0,0,3.8,ovl,1,1,2900.0,2,0,0,0,200,4
1,10,13,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,229,11
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,199,4
1,10,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,213,11
1,1,15,1.0,0,0,0,0,0,0,3.8,ovl,1,1,1700.0,1,0,0,0,226,3
1,10,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,244,11
1,1,15,1.0,0,0,0,0,0,0,3.9,ovl,1,1,1700.0,1,0,0,0,222,5
1,10,11,1.0,0,0,0,0,0,0,31.1,ovl,1,27,4900.0,1,0,0,0,274,-8
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,212,5
1,10,11,1.0,0,0,0,0,0,0,32.3,ovl,1,27,4900.0,1,0,0,0,248,-4
1,1,15,1.0,0,0,0,0,0,0,4.3,ovl,1,1,5200.0,3,0,0,0,195,5
1,10,11,1.0,0,0,0,0,0,0,32.8,ovl,1,27,4900.0,1,0,0,0,274,-5
1,1,15,1.0,0,0,0,0,0,0,3.8,ovl,1,1,1700.0,1,0,0,0,259,5
1,10,11,1.0,0,0,0,0,0,0,32.4,ovl,1,27,4900.0,1,0,0,0,265,-1
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,219,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,274,-1
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,219,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,290,-1
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,228,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,278,-1
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,234,5
1,10,12,1.0,0,0,0,0,0,0,32.5,ovl,1,27,4900.0,1,0,0,0,265,1
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,208,5
1,10,13,1.0,0,0,0,0,0,0,34.2,-1.2,1,27,4900.0,1,0,0,0,249,3
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,215,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,265,3
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,223,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,279,3
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,220,5
1,10,12,1.0,0,0,0,0,0,0,33.4,-10.2,1,27,4900.0,1,0,0,0,282,6
1,1,15,1.0,0,0,0,0,0,0,4.2,ovl,1,1,1700.0,1,0,0,0,218,6
1,10,13,1.0,0,0,0,0,0,0,33.0,-8.1,1,27,4900.0,1,0,0,0,234,6
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,217,6
1,10,13,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,273,6
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,227,6
1,10,13,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,266,6
1,1,15,1.0,0,0,0,0,0,0,3.8,ovl,1,1,1700.0,1,0,0,0,232,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,261,6
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,208,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,282,6
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,219,5
1,10,12,1.0,0,0,0,0,0,0,34.1,-5.0,1,27,9700.0,2,0,0,0,250,3
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,226,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,260,3
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,231,5
1,10,12,1.0,0,0,0,0,0,0,35.1,-5.2,1,27,4900.0,1,0,0,0,225,5
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,219,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,294,5
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,217,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,311,5
1,1,15,1.0,0,0,0,0,0,0,3.9,ovl,1,1,1700.0,1,0,0,0,229,6
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,324,5
1,1,15,1.0,0,0,0,0,0,0,4.0,ovl,1,1,1700.0,1,0,0,0,219,5
1,10,12,1.0,0,0,0,0,0,0,33.3,-8.5,1,27,4900.0,1,0,0,0,360,6
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,214,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,297,6
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,219,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,248,6
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,204,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,284,6
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,210,5
1,10,12,1.0,20,1300.0,2,0,0,0,32.9,-11.6,1,27,4900.0,1,0,0,0,307,8
1,1,15,1.0,0,0,0,0,0,0,3.8,ovl,1,1,6300.0,4,0,0,0,249,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,287,8
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,215,5
1,10,12,1.0,0,0,0,0,0,0,31.6,-16.2,1,27,4900.0,1,0,0,0,268,10
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,201,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,253,10
1,1,15,1.0,0,0,0,0,0,0,3.9,ovl,1,1,1700.0,1,0,0,0,236,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,265,10
1,1,15,1.0,0,0,0,0,0,0,3.7,ovl,1,1,1700.0,1,0,0,0,234,6
1,10,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,247,10
1,1,15,1.0,0,0,0,0,0,0,3.7,ovl,1,1,1700.0,1,0,0,0,223,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,278,10
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,230,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,284,10
1,1,15,1.0,0,0,0,0,0,0,3.4,ovl,1,1,1700.0,1,0,0,0,223,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,295,10
1,1,15,1.0,0,0,0,0,0,0,3.7,ovl,1,0,1100.0,1,0,0,0,220,5
1,10,11,1.0,0,0,0,0,0,0,31.8,-12.8,1,27,4900.0,1,0,0,0,290,8
1,1,15,1.0,0,0,0,0,0,0,4.2,ovl,1,1,3500.0,2,0,0,0,230,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,264,8
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,212,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,252,8
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,203,5
1,10,11,1.0,18,1200.0,2,1,33,0,n/a,n/a,1,0,0,0,0,0,0,215,8
1,1,15,1.0,0,0,0,0,0,0,4.0,ovl,1,1,1700.0,1,0,0,0,236,6
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,222,8
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,217,6
1,10,12,1.0,0,0,0,0,0,0,32.6,-11.6,1,27,9700.0,2,0,0,0,241,9
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,224,6
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,248,9
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,229,6
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,255,9
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,238,6
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,209,9
1,1,15,1.0,0,0,0,0,0,0,3.9,ovl,1,1,1700.0,1,0,0,0,226,6
1,10,12,1.0,20,1300.0,2,1,33,0,33.0,-12.7,1,27,9700.0,2,0,0,0,198,7
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,204,6
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,223,7
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,195,6
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,225,7
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,205,6
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,212,7
1,1,15,1.0,0,0,0,0,0,0,4.2,ovl,1,1,1700.0,1,0,0,0,197,6
1,10,12,1.0,0,0,0,0,0,0,34.6,-7.1,1,27,4900.0,1,0,0,0,221,4
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,223,6
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,225,4
1,1,15,1.0,0,0,0,0,0,0,3.8,ovl,1,1,1700.0,1,0,0,0,231,6
1,10,12,1.0,0,0,0,0,0,0,34.1,-5.5,1,27,4900.0,1,0,0,0,252,3
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,233,6
1,10,12,1.0,0,0,0,0,0,0,32.9,-5.9,1,27,4900.0,1,0,0,0,258,3
1,1,15,1.0,0,0,0,0,0,0,4.0,ovl,1,1,3500.0,2,0,0,0,228,6
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,253,3
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,204,6
1,10,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,244,3
1,1,15,1.0,0,0,0,0,0,0,4.1,ovl,1,1,3500.0,2,0,0,0,220,6
1,10,11,1.0,0,0,0,0,0,0,33.1,-5.8,1,27,4900.0,1,0,0,0,276,2
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,206,6
1,10,12,1.0,0,0,0,0,0,0,33.3,-7.3,1,27,4900.0,1,0,0,0,260,2
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,213,6
1,10,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,218,2
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,221,6
1,10,11,1.0,0,0,0,0,0,0,33.0,-2.9,1,27,4900.0,1,0,0,0,260,0
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,229,6
1,10,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,234,0
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,237,6
1,10,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,212,0
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,245,6
1,10,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,217,0
1,1,15,1.0,0,0,0,0,0,0,4.7,ovl,1,1,1700.0,1,0,0,0,198,6
1,10,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,232,0
1,1,15,1.0,0,0,0,0,0,0,3.8,ovl,1,1,1700.0,1,0,0,0,197,6
1,10,11,1.0,0,0,0,0,0,0,32.8,-3.6,1,27,9700.0,2,0,0,0,266,1
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,201,6
1,10,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,242,1
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,231,6
1,10,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,243,1
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,225,6
1,10,10,1.0,0,0,0,0,0,0,34.8,-2.1,1,27,4900.0,1,0,0,0,281,4
1,1,15,1.0,0,0,0,0,0,0,3.7,ovl,1,1,1700.0,1,0,0,0,204,4
1,10,11,1.0,0,0,0,0,0,0,33.3,-10.4,1,27,4900.0,1,0,0,0,246,3
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,197,4
1,10,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,257,3
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,205,4
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,270,3
1,1,15,1.0,0,0,0,0,0,0,4.1,ovl,1,1,1700.0,1,0,0,0,251,4
1,10,13,1.0,0,0,0,0,0,0,34.2,-2.0,1,27,4900.0,1,0,0,0,246,9
1,1,15,1.0,0,0,0,0,0,0,3.9,ovl,1,1,1700.0,1,0,0,0,199,4
1,10,11,1.0,0,0,0,0,0,0,33.3,-8.3,1,27,4900.0,1,0,0,0,252,9
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,197,4
1,10,11,1.0,0,0,0,0,0,0,30.8,-10.6,1,27,4900.0,1,0,0,0,310,9
1,1,15,1.0,0,0,0,0,0,0,3.7,ovl,1,1,1700.0,1,0,0,0,202,5
1,10,13,1.0,0,0,0,0,0,0,35.3,-0.3,1,27,4900.0,1,0,0,0,260,3
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,210,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,242,3
1,1,15,1.0,0,0,0,0,0,0,4.1,ovl,1,1,1700.0,1,0,0,0,227,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,246,3
1,1,15,1.0,0,0,0,0,0,0,3.9,ovl,1,1,1700.0,1,0,0,0,227,6
1,10,12,1.0,0,0,0,0,0,0,32.6,-10.4,1,27,4900.0,1,0,0,0,284,8
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,229,6
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,246,8
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,208,6
1,10,12,1.0,0,0,0,0,0,0,29.2,-17.0,1,27,4900.0,1,0,0,0,210,7
1,1,15,1.0,0,0,0,0,0,0,4.2,ovl,1,1,5200.0,3,0,0,0,214,6
1,10,12,1.0,0,0,0,0,0,0,28.3,-19.3,1,27,4900.0,1,0,0,0,237,7
1,1,15,1.0,0,0,0,0,0,0,4.0,ovl,1,1,1700.0,1,0,0,0,221,6
1,10,11,1.0,18,820000.0,128,17,11,58,29.6,-12.4,1,27,1100000.0,58,0,0,0,255,0
1,1,15,1.0,0,0,0,0,0,0,3.7,ovl,1,1,1700.0,1,0,0,0,186,6
1,10,11,1.0,16,7200000.0,489,3,0,0,29.7,-14.5,1,27,804000.0,76,3,3,535,251,5
1,1,15,1.0,0,0,0,0,0,0,4.5,ovl,1,1,1700.0,1,0,0,0,197,7
1,10,12,1.0,19,302000.0,53,1,1,0,30.5,-13.3,1,27,334000.0,35,4,10,0,244,5
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,193,7
1,10,13,1.0,18,1500000.0,210,1,0,0,29.0,-11.5,1,27,976000.0,69,13,15,1450,276,6
1,1,15,1.0,0,0,0,0,0,0,4.3,ovl,1,1,1700.0,1,0,0,0,188,6
1,10,12,1.0,18,1900000.0,243,0,0,998,28.1,-14.0,1,27,1800000.0,90,11,10,745,250,8
1,1,15,1.0,0,0,0,0,0,0,4.2,ovl,1,1,3500.0,2,0,0,0,207,6
1,10,13,1.0,18,8300000.0,443,6,1,578,30.5,-12.5,1,27,1100000.0,82,3,3,10600,265,7
1,1,15,1.0,0,0,0,0,0,0,4.8,ovl,1,1,1700.0,1,0,0,0,190,6
1,10,12,1.0,18,38000000.0,1395,5,0,488,31.3,-11.1,1,27,1100000.0,101,0,0,1040,273,5
1,1,15,1.0,0,0,0,0,0,0,3.7,ovl,1,1,1700.0,1,0,0,0,224,5
1,10,12,1.0,20,42000000.0,1394,6,0,878,32.0,-9.0,1,27,649000.0,93,2,2,0,265,8
1,1,15,1.0,0,0,0,0,0,0,3.8,ovl,1,1,5200.0,3,0,0,0,226,4
1,10,14,1.0,24,52000000.0,1385,15,1,564,33.0,-8.1,1,27,556000.0,92,0,0,276,257,3
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,231,4
1,10,14,1.0,24,40000000.0,1120,12,1,343,32.9,-7.8,1,27,545000.0,84,0,0,535,246,3
1,1,15,1.0,0,0,0,0,0,0,3.5,ovl,1,1,1700.0,1,0,0,0,198,5
1,10,15,1.0,24,11000000.0,358,19,5,0,32.6,-10.4,1,27,217000.0,39,1,2,0,233,6
1,1,15,1.0,27,5600.0,5,0,0,0,3.8,ovl,1,1,6800.0,4,0,0,0,220,6
1,10,14,1.0,21,14000000.0,510,6,1,9020,29.6,-16.0,1,27,289000.0,51,2,3,384,269,6
1,1,15,1.0,27,6500.0,5,0,0,0,4.2,ovl,1,1,8700.0,5,0,0,0,226,6
1,10,14,1.0,22,3500000.0,128,0,0,0,32.2,-13.0,1,27,75000.0,13,0,0,0,279,7
1,1,15,1.0,0,0,0,0,0,0,3.8,ovl,1,1,3500.0,2,0,0,0,242,5
1,10,13,1.0,19,1300.0,2,0,0,0,34.0,-3.5,1,27,17000.0,3,0,0,0,241,1
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,206,5
1,10,12,1.0,20,10000.0,9,2,18,0,34.1,ovl,1,27,18000.0,4,0,0,0,252,2
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,215,5
1,10,12,1.0,16,528,1,0,0,0,33.1,-1.7,1,27,12000.0,2,0,0,0,272,3
1,1,15,1.0,0,0,0,0,0,0,3.7,ovl,1,1,3500.0,2,0,0,0,217,5
1,10,12,1.0,0,0,0,0,0,0,34.8,-8.8,1,27,4900.0,1,0,0,0,276,5
1,1,15,1.0,0,0,0,0,0,0,4.0,ovl,1,1,4600.0,3,0,0,0,190,5
1,10,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,291,5
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,214,5
1,10,13,1.0,0,0,0,0,0,0,33.7,-8.2,1,27,9700.0,2,0,0,0,269,7
1,1,15,1.0,0,0,0,0,0,0,4.2,ovl,1,1,3500.0,2,0,0,0,226,5
1,10,13,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,267,7
1,1,15,1.0,0,0,0,0,0,0,3.5,ovl,1,1,3500.0,2,0,0,0,226,5
1,10,14,1.0,20,253000.0,57,0,0,0,33.3,-8.1,1,27,256000.0,29,0,0,0,251,-1
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,211,5
1,10,13,1.0,19,152000.0,49,0,0,3,33.1,-8.6,1,27,187000.0,28,0,0,0,260,7
1,1,15,1.0,0,0,0,0,0,0,4.2,ovl,1,1,3500.0,2,0,0,0,213,5
1,10,13,1.0,22,3100000.0,213,0,0,0,32.4,-9.1,1,27,189000.0,38,0,0,0,267,11
1,1,15,1.0,0,0,0,0,0,0,3.4,ovl,1,1,1700.0,1,0,0,0,227,5
1,10,13,1.0,19,99000.0,40,0,0,3,33.3,-7.7,1,27,150000.0,27,0,0,0,258,7
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,215,5
1,10,13,1.0,19,193000.0,54,0,0,0,32.5,-9.2,1,27,204000.0,29,0,0,0,270,7
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,225,5
1,10,13,1.0,19,198000.0,41,0,0,0,32.6,-7.7,1,27,161000.0,23,0,0,38,263,7
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,217,5
1,10,13,1.0,19,130000.0,38,1,2,0,31.8,-10.1,1,27,193000.0,25,0,0,745,294,10
1,1,15,1.0,27,5600.0,5,0,0,0,3.5,ovl,1,0,6900.0,5,0,0,0,216,4
1,10,13,1.0,19,5800.0,6,0,0,0,31.8,-11.7,1,27,45000.0,8,0,0,0,277,9
1,1,15,1.0,0,0,0,0,0,0,3.6,ovl,1,1,1700.0,1,0,0,0,234,4
1,10,13,1.0,19,98000.0,32,3,8,0,32.4,-9.2,1,27,125000.0,22,0,0,0,292,8
1,1,15,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,193,4
1,10,14,1.0,20,797000.0,95,0,0,0,28.1,-10.5,1,26,302000.0,31,11,26,0,272,8
1,1,15,1.0,27,1900.0,2,0,0,0,3.4,ovl,1,1,2900.0,2,0,0,0,199,4
1,10,13,1.0,19,922000.0,86,10,10,3,24.8,-14.9,1,24,800000.0,48,18,27,0,247,9
1,1,15,1.0,27,928,1,0,0,0,4.1,ovl,1,1,1700.0,1,0,0,0,225,6
1,10,13,1.0,21,7000.0,7,0,0,0,32.9,-11.3,1,27,15000.0,3,0,0,0,248,8
1,1,15,1.0,27,928,1,0,0,0,4.6,ovl,1,1,1700.0,1,0,0,0,197,6
1,10,11,1.0,13,432,1,0,0,0,34.0,-4.7,1,27,4900.0,1,0,0,0,258,5
